user_id,name,department,year,enrolled_courses,usual_patterns
u_049,Donald Brooks,CE,1,"[""CE153"", ""CS464"", ""Economics220"", ""CS221"", ""Bio181""]","{""Central Cafeteria"": {""days"": [""Thu"", ""Fri"", ""Mon"", ""Tue"", ""Sun""], ""usual_time"": ""19:00"", ""duration_min"": 45}, ""Indoor Sports Complex"": {""days"": [""Thu"", ""Tue""], ""usual_time"": ""07:00"", ""duration_min"": 90}, ""Computer Lab A"": {""days"": [""Wed"", ""Fri"", ""Thu"", ""Sat""], ""usual_time"": ""16:00"", ""duration_min"": 60}, ""Science Library"": {""days"": [""Sun"", ""Tue"", ""Mon"", ""Thu"", ""Fri""], ""usual_time"": ""19:00"", ""duration_min"": 120}, ""Main Library"": {""days"": [""Tue"", ""Sun"", ""Thu"", ""Fri"", ""Wed""], ""usual_time"": ""19:00"", ""duration_min"": 120}}"
u_050,Matthew Benjamin,Math,1,"[""CS464"", ""Physics234"", ""Chemistry213"", ""CE445"", ""CE461""]","{""Gymnasium"": {""days"": [""Sat"", ""Sun"", ""Thu""], ""usual_time"": ""07:00"", ""duration_min"": 60}, ""Indoor Sports Complex"": {""days"": [""Thu"", ""Sat"", ""Fri"", ""Wed""], ""usual_time"": ""08:00"", ""duration_min"": 60}, ""Central Cafeteria"": {""days"": [""Tue"", ""Mon"", ""Sun""], ""usual_time"": ""19:00"", ""duration_min"": 60}}"
u_051,Melissa Morris,Bio,2,"[""Economics360"", ""ME481"", ""Economics162"", ""Bio308"", ""Physics341""]","{""Main Library"": {""days"": [""Sat"", ""Tue"", ""Sun"", ""Thu"", ""Wed""], ""usual_time"": ""21:00"", ""duration_min"": 180}, ""Science Library"": {""days"": [""Thu"", ""Tue"", ""Sat"", ""Wed"", ""Sun""], ""usual_time"": ""17:00"", ""duration_min"": 180}, ""Indoor Sports Complex"": {""days"": [""Sat"", ""Mon"", ""Wed""], ""usual_time"": ""18:00"", ""duration_min"": 60}}"
u_052,Sonya Scott,MBA,2,"[""Physics409"", ""ME163"", ""Chemistry106"", ""Economics220"", ""Physics341""]","{""Main Library"": {""days"": [""Wed"", ""Mon""], ""usual_time"": ""16:00"", ""duration_min"": 60}, ""Indoor Sports Complex"": {""days"": [""Sun"", ""Sat""], ""usual_time"": ""08:00"", ""duration_min"": 45}, ""Gymnasium"": {""days"": [""Fri"", ""Mon""], ""usual_time"": ""20:00"", ""duration_min"": 60}, ""Central Cafeteria"": {""days"": [""Wed"", ""Thu""], ""usual_time"": ""19:00"", ""duration_min"": 45}}"
u_053,Stephanie Williams,EE,1,"[""ME481"", ""Economics301"", ""Economics495"", ""ME163""]","{""Central Cafeteria"": {""days"": [""Sun"", ""Wed"", ""Fri""], ""usual_time"": ""12:30"", ""duration_min"": 45}, ""Gymnasium"": {""days"": [""Sun"", ""Fri"", ""Thu""], ""usual_time"": ""18:00"", ""duration_min"": 90}}"
u_054,Tammy Lynch,CE,1,"[""CE107"", ""Physics234"", ""CS491"", ""ME453"", ""ME386"", ""CS464""]","{""Main Library"": {""days"": [""Wed"", ""Thu"", ""Mon""], ""usual_time"": ""17:00"", ""duration_min"": 60}, ""Food Court"": {""days"": [""Sun"", ""Thu"", ""Sat""], ""usual_time"": ""19:00"", ""duration_min"": 60}, ""Student Center"": {""days"": [""Sun"", ""Tue"", ""Mon""], ""usual_time"": ""11:00"", ""duration_min"": 45}, ""Central Cafeteria"": {""days"": [""Sat"", ""Sun"", ""Thu"", ""Tue"", ""Fri""], ""usual_time"": ""19:00"", ""duration_min"": 45}}"
u_055,Heather Miller,ME,4,"[""Economics126"", ""Economics220"", ""Bio181"", ""CE410"", ""Chemistry320""]","{""Central Cafeteria"": {""days"": [""Tue"", ""Mon""], ""usual_time"": ""12:30"", ""duration_min"": 60}, ""Food Court"": {""days"": [""Thu"", ""Sun"", ""Fri"", ""Tue"", ""Wed""], ""usual_time"": ""19:00"", ""duration_min"": 30}, ""Gymnasium"": {""days"": [""Thu"", ""Mon"", ""Wed"", ""Sat"", ""Tue""], ""usual_time"": ""19:00"", ""duration_min"": 60}}"
u_056,Lee Brown,Economics,4,"[""Chemistry213"", ""Economics301"", ""Physics409"", ""ME163"", ""CS221""]","{""Student Center"": {""days"": [""Fri"", ""Wed"", ""Sat""], ""usual_time"": ""16:00"", ""duration_min"": 90}, ""Central Cafeteria"": {""days"": [""Wed"", ""Mon"", ""Sun"", ""Tue""], ""usual_time"": ""08:30"", ""duration_min"": 30}}"
u_057,Megan Ward,Math,4,"[""CS464"", ""Chemistry274"", ""Chemistry106"", ""CE461""]","{""Indoor Sports Complex"": {""days"": [""Sat"", ""Fri""], ""usual_time"": ""07:00"", ""duration_min"": 60}, ""Gymnasium"": {""days"": [""Mon"", ""Sun"", ""Wed"", ""Sat""], ""usual_time"": ""19:00"", ""duration_min"": 60}}"
u_058,Kenneth Ferrell,Physics,2,"[""Bio122"", ""ME163"", ""CE461"", ""Bio308"", ""Physics409""]","{""Science Library"": {""days"": [""Tue"", ""Fri"", ""Sun"", ""Sat"", ""Thu""], ""usual_time"": ""17:00"", ""duration_min"": 60}, ""Computer Lab B"": {""days"": [""Fri"", ""Thu"", ""Wed"", ""Sat""], ""usual_time"": ""15:00"", ""duration_min"": 45}, ""Food Court"": {""days"": [""Mon"", ""Sun"", ""Thu"", ""Tue""], ""usual_time"": ""19:00"", ""duration_min"": 45}, ""Gymnasium"": {""days"": [""Sun"", ""Fri""], ""usual_time"": ""19:00"", ""duration_min"": 60}}"
u_059,Stephanie Bailey,Bio,2,"[""Bio122"", ""Economics220"", ""Economics301"", ""Physics234"", ""Bio308""]","{""Food Court"": {""days"": [""Mon"", ""Tue"", ""Fri""], ""usual_time"": ""19:00"", ""duration_min"": 45}, ""Main Library"": {""days"": [""Mon"", ""Wed""], ""usual_time"": ""19:00"", ""duration_min"": 60}, ""Central Cafeteria"": {""days"": [""Mon"", ""Thu""], ""usual_time"": ""12:30"", ""duration_min"": 30}}"
u_060,Lawrence Everett,EE,4,"[""CS221"", ""Economics301"", ""Chemistry320"", ""CE107"", ""Economics126""]","{""Indoor Sports Complex"": {""days"": [""Fri"", ""Tue"", ""Sat""], ""usual_time"": ""07:00"", ""duration_min"": 60}, ""Food Court"": {""days"": [""Sun"", ""Fri"", ""Sat"", ""Thu""], ""usual_time"": ""12:30"", ""duration_min"": 30}, ""Gymnasium"": {""days"": [""Fri"", ""Tue"", ""Sun"", ""Mon"", ""Sat""], ""usual_time"": ""08:00"", ""duration_min"": 45}}"
u_061,Cynthia Johnson,Physics,2,"[""Physics234"", ""Economics333"", ""Bio350"", ""Chemistry274""]","{""Computer Lab A"": {""days"": [""Sun"", ""Thu"", ""Wed"", ""Sat"", ""Mon""], ""usual_time"": ""14:00"", ""duration_min"": 45}, ""Indoor Sports Complex"": {""days"": [""Wed"", ""Sun""], ""usual_time"": ""07:00"", ""duration_min"": 60}, ""Food Court"": {""days"": [""Thu"", ""Sat""], ""usual_time"": ""19:00"", ""duration_min"": 60}}"
u_062,Heather Cook,CS,3,"[""Physics409"", ""Economics333"", ""CS221"", ""ME163""]","{""Science Library"": {""days"": [""Wed"", ""Tue"", ""Sat""], ""usual_time"": ""20:00"", ""duration_min"": 120}, ""Indoor Sports Complex"": {""days"": [""Sun"", ""Thu"", ""Sat""], ""usual_time"": ""07:00"", ""duration_min"": 90}}"
u_063,Lisa Wong,MBA,3,"[""Economics360"", ""Chemistry320"", ""Bio308"", ""CE410""]","{""Gymnasium"": {""days"": [""Mon"", ""Thu"", ""Wed"", ""Sun""], ""usual_time"": ""06:00"", ""duration_min"": 45}, ""Student Center"": {""days"": [""Sun"", ""Sat"", ""Wed"", ""Tue"", ""Fri""], ""usual_time"": ""16:00"", ""duration_min"": 90}, ""Science Library"": {""days"": [""Sun"", ""Fri"", ""Sat""], ""usual_time"": ""18:00"", ""duration_min"": 120}, ""Central Cafeteria"": {""days"": [""Fri"", ""Thu"", ""Sun"", ""Sat""], ""usual_time"": ""08:30"", ""duration_min"": 30}, ""Computer Lab A"": {""days"": [""Fri"", ""Wed"", ""Sun"", ""Tue"", ""Mon""], ""usual_time"": ""15:00"", ""duration_min"": 90}}"
u_064,Mr. Matthew Quinn Jr.,Physics,4,"[""Chemistry320"", ""CS491"", ""ME426"", ""Economics126""]","{""Student Center"": {""days"": [""Sun"", ""Sat"", ""Tue""], ""usual_time"": ""14:00"", ""duration_min"": 60}, ""Main Library"": {""days"": [""Sun"", ""Tue""], ""usual_time"": ""19:00"", ""duration_min"": 60}, ""Central Cafeteria"": {""days"": [""Wed"", ""Thu"", ""Sun"", ""Tue"", ""Sat""], ""usual_time"": ""19:00"", ""duration_min"": 60}}"
u_065,Matthew Holland,Chemistry,1,"[""Economics220"", ""CS221"", ""Economics126"", ""ME386""]","{""Gymnasium"": {""days"": [""Sun"", ""Fri""], ""usual_time"": ""07:00"", ""duration_min"": 60}, ""Student Center"": {""days"": [""Sun"", ""Mon"", ""Wed"", ""Fri"", ""Sat""], ""usual_time"": ""14:00"", ""duration_min"": 45}, ""Computer Lab B"": {""days"": [""Wed"", ""Fri"", ""Mon""], ""usual_time"": ""09:00"", ""duration_min"": 45}, ""Main Library"": {""days"": [""Tue"", ""Sat"", ""Sun"", ""Thu"", ""Fri""], ""usual_time"": ""19:00"", ""duration_min"": 60}, ""Central Cafeteria"": {""days"": [""Sat"", ""Thu""], ""usual_time"": ""12:30"", ""duration_min"": 60}}"
u_066,Joseph Bates,MBA,2,"[""Bio350"", ""CE461"", ""Chemistry106"", ""CS464""]","{""Computer Lab B"": {""days"": [""Fri"", ""Sat"", ""Tue""], ""usual_time"": ""10:00"", ""duration_min"": 90}, ""Main Library"": {""days"": [""Mon"", ""Tue"", ""Thu"", ""Sat""], ""usual_time"": ""16:00"", ""duration_min"": 60}}"
u_067,Charles Davis,Bio,1,"[""Economics495"", ""CE153"", ""Bio181"", ""CE107"", ""Physics234"", ""Bio122""]","{""Central Cafeteria"": {""days"": [""Tue"", ""Thu"", ""Mon"", ""Sat""], ""usual_time"": ""08:30"", ""duration_min"": 60}, ""Student Center"": {""days"": [""Sun"", ""Thu"", ""Mon"", ""Sat""], ""usual_time"": ""14:00"", ""duration_min"": 45}}"
u_068,Nicholas Brown,MBA,2,"[""Chemistry320"", ""Economics333"", ""CS221"", ""CE461""]","{""Computer Lab B"": {""days"": [""Mon"", ""Thu""], ""usual_time"": ""12:00"", ""duration_min"": 90}, ""Indoor Sports Complex"": {""days"": [""Mon"", ""Fri"", ""Sun"", ""Wed""], ""usual_time"": ""08:00"", ""duration_min"": 90}}"
u_069,Travis Miller,CS,3,"[""ME453"", ""Economics495"", ""CS221"", ""Physics341""]","{""Computer Lab A"": {""days"": [""Tue"", ""Thu"", ""Fri""], ""usual_time"": ""09:00"", ""duration_min"": 45}, ""Central Cafeteria"": {""days"": [""Thu"", ""Sun"", ""Sat""], ""usual_time"": ""08:30"", ""duration_min"": 60}, ""Main Library"": {""days"": [""Fri"", ""Tue"", ""Thu"", ""Mon""], ""usual_time"": ""19:00"", ""duration_min"": 120}, ""Food Court"": {""days"": [""Wed"", ""Tue""], ""usual_time"": ""08:30"", ""duration_min"": 30}}"
u_070,Luis Freeman,Physics,2,"[""Economics126"", ""Economics220"", ""Chemistry320"", ""ME386"", ""CE107""]","{""Main Library"": {""days"": [""Fri"", ""Wed"", ""Mon"", ""Thu"", ""Sat""], ""usual_time"": ""16:00"", ""duration_min"": 60}, ""Computer Lab A"": {""days"": [""Fri"", ""Sun""], ""usual_time"": ""15:00"", ""duration_min"": 60}, ""Central Cafeteria"": {""days"": [""Sun"", ""Sat"", ""Mon"", ""Tue""], ""usual_time"": ""08:30"", ""duration_min"": 45}, ""Student Center"": {""days"": [""Fri"", ""Sat"", ""Thu""], ""usual_time"": ""09:00"", ""duration_min"": 45}, ""Indoor Sports Complex"": {""days"": [""Fri"", ""Sat"", ""Thu"", ""Mon"", ""Sun""], ""usual_time"": ""08:00"", ""duration_min"": 90}}"
u_071,Laurie Jones,EE,3,"[""ME163"", ""Economics126"", ""Bio308"", ""ME386""]","{""Computer Lab A"": {""days"": [""Sat"", ""Fri""], ""usual_time"": ""16:00"", ""duration_min"": 60}, ""Indoor Sports Complex"": {""days"": [""Sun"", ""Sat"", ""Mon"", ""Wed""], ""usual_time"": ""07:00"", ""duration_min"": 45}}"
u_072,Jenny Garcia,EE,4,"[""CE445"", ""ME453"", ""CE410"", ""CE153""]","{""Computer Lab B"": {""days"": [""Sun"", ""Thu"", ""Mon"", ""Tue"", ""Wed""], ""usual_time"": ""13:00"", ""duration_min"": 90}, ""Gymnasium"": {""days"": [""Sun"", ""Tue"", ""Mon""], ""usual_time"": ""06:00"", ""duration_min"": 90}, ""Indoor Sports Complex"": {""days"": [""Fri"", ""Sat""], ""usual_time"": ""18:00"", ""duration_min"": 60}}"
u_073,Chris Cervantes,Math,1,"[""Bio308"", ""ME163"", ""CE461"", ""Physics341"", ""Economics333"", ""CE410""]","{""Computer Lab A"": {""days"": [""Thu"", ""Sun"", ""Mon""], ""usual_time"": ""09:00"", ""duration_min"": 60}, ""Gymnasium"": {""days"": [""Tue"", ""Sun"", ""Thu""], ""usual_time"": ""08:00"", ""duration_min"": 60}, ""Main Library"": {""days"": [""Sun"", ""Mon"", ""Tue""], ""usual_time"": ""18:00"", ""duration_min"": 180}, ""Central Cafeteria"": {""days"": [""Sun"", ""Sat"", ""Thu"", ""Wed"", ""Fri""], ""usual_time"": ""19:00"", ""duration_min"": 60}, ""Student Center"": {""days"": [""Fri"", ""Sat""], ""usual_time"": ""13:00"", ""duration_min"": 60}}"
u_074,Andrew Lin,CE,1,"[""Economics220"", ""ME453"", ""CS491"", ""CS464""]","{""Food Court"": {""days"": [""Thu"", ""Fri"", ""Mon""], ""usual_time"": ""12:30"", ""duration_min"": 30}, ""Computer Lab B"": {""days"": [""Mon"", ""Sat"", ""Thu"", ""Fri""], ""usual_time"": ""09:00"", ""duration_min"": 90}}"
u_075,James Miller,Math,4,"[""Chemistry274"", ""CE461"", ""Physics409"", ""Economics495"", ""Economics360""]","{""Food Court"": {""days"": [""Sat"", ""Fri""], ""usual_time"": ""19:00"", ""duration_min"": 45}, ""Science Library"": {""days"": [""Tue"", ""Wed""], ""usual_time"": ""18:00"", ""duration_min"": 180}, ""Central Cafeteria"": {""days"": [""Tue"", ""Wed""], ""usual_time"": ""08:30"", ""duration_min"": 45}}"
u_076,Cheryl Copeland,Chemistry,3,"[""ME481"", ""Physics234"", ""Chemistry213"", ""Physics341"", ""ME163""]","{""Student Center"": {""days"": [""Thu"", ""Sat"", ""Sun"", ""Tue"", ""Mon""], ""usual_time"": ""10:00"", ""duration_min"": 45}, ""Computer Lab A"": {""days"": [""Thu"", ""Wed"", ""Sun"", ""Mon"", ""Tue""], ""usual_time"": ""14:00"", ""duration_min"": 45}}"
u_077,Ashley Raymond,MBA,3,"[""ME426"", ""CS491"", ""ME163"", ""Bio181""]","{""Main Library"": {""days"": [""Mon"", ""Sat"", ""Wed"", ""Sun"", ""Thu""], ""usual_time"": ""21:00"", ""duration_min"": 180}, ""Science Library"": {""days"": [""Wed"", ""Sat"", ""Fri""], ""usual_time"": ""16:00"", ""duration_min"": 60}}"
u_078,Tonya Allison,CE,3,"[""Bio308"", ""CE153"", ""Physics409"", ""Economics301"", ""CS464"", ""CE410""]","{""Food Court"": {""days"": [""Thu"", ""Wed"", ""Sat"", ""Fri""], ""usual_time"": ""19:00"", ""duration_min"": 30}, ""Indoor Sports Complex"": {""days"": [""Wed"", ""Fri"", ""Thu"", ""Tue""], ""usual_time"": ""19:00"", ""duration_min"": 90}, ""Science Library"": {""days"": [""Sat"", ""Thu"", ""Mon"", ""Wed""], ""usual_time"": ""18:00"", ""duration_min"": 90}, ""Computer Lab B"": {""days"": [""Sun"", ""Sat"", ""Tue""], ""usual_time"": ""10:00"", ""duration_min"": 60}}"
u_079,Jesse Martinez,ME,1,"[""CE461"", ""CE410"", ""CS491"", ""CE445"", ""Physics234""]","{""Computer Lab A"": {""days"": [""Wed"", ""Sun"", ""Thu"", ""Sat"", ""Mon""], ""usual_time"": ""13:00"", ""duration_min"": 45}, ""Main Library"": {""days"": [""Mon"", ""Wed"", ""Sat""], ""usual_time"": ""20:00"", ""duration_min"": 60}}"
u_080,Amy Daugherty,CS,2,"[""Economics162"", ""CE107"", ""CE461"", ""ME386""]","{""Gymnasium"": {""days"": [""Sat"", ""Mon""], ""usual_time"": ""07:00"", ""duration_min"": 45}, ""Central Cafeteria"": {""days"": [""Thu"", ""Wed"", ""Fri"", ""Sat"", ""Mon""], ""usual_time"": ""08:30"", ""duration_min"": 30}}"
u_081,Lauren Fields,Economics,2,"[""Economics360"", ""Bio350"", ""ME453"", ""ME481""]","{""Main Library"": {""days"": [""Mon"", ""Sat"", ""Thu"", ""Fri"", ""Wed""], ""usual_time"": ""19:00"", ""duration_min"": 90}, ""Central Cafeteria"": {""days"": [""Tue"", ""Sat"", ""Sun""], ""usual_time"": ""08:30"", ""duration_min"": 60}, ""Indoor Sports Complex"": {""days"": [""Sat"", ""Thu"", ""Wed""], ""usual_time"": ""19:00"", ""duration_min"": 90}, ""Computer Lab A"": {""days"": [""Thu"", ""Mon"", ""Sat"", ""Wed"", ""Sun""], ""usual_time"": ""13:00"", ""duration_min"": 90}}"
u_082,Angela Dougherty,Economics,1,"[""Economics333"", ""Economics220"", ""EE180"", ""Economics126"", ""ME453"", ""Physics341""]","{""Gymnasium"": {""days"": [""Tue"", ""Sat"", ""Fri""], ""usual_time"": ""17:00"", ""duration_min"": 90}, ""Food Court"": {""days"": [""Thu"", ""Tue"", ""Sun""], ""usual_time"": ""08:30"", ""duration_min"": 60}, ""Computer Lab B"": {""days"": [""Sun"", ""Wed"", ""Thu""], ""usual_time"": ""12:00"", ""duration_min"": 45}}"
u_083,Sandra Baldwin PhD,CE,3,"[""Physics409"", ""Economics333"", ""ME453"", ""Economics301"", ""Chemistry213""]","{""Main Library"": {""days"": [""Sun"", ""Tue""], ""usual_time"": ""16:00"", ""duration_min"": 90}, ""Indoor Sports Complex"": {""days"": [""Sun"", ""Tue"", ""Thu"", ""Fri"", ""Wed""], ""usual_time"": ""08:00"", ""duration_min"": 45}}"
u_084,Karen Herrera,Chemistry,2,"[""Economics126"", ""Economics220"", ""CE410"", ""CS221"", ""Chemistry106""]","{""Computer Lab A"": {""days"": [""Sun"", ""Mon"", ""Sat"", ""Wed"", ""Thu""], ""usual_time"": ""09:00"", ""duration_min"": 45}, ""Science Library"": {""days"": [""Mon"", ""Fri"", ""Sat"", ""Thu""], ""usual_time"": ""16:00"", ""duration_min"": 60}, ""Central Cafeteria"": {""days"": [""Wed"", ""Sun""], ""usual_time"": ""12:30"", ""duration_min"": 60}, ""Computer Lab B"": {""days"": [""Sun"", ""Fri"", ""Sat"", ""Mon""], ""usual_time"": ""09:00"", ""duration_min"": 90}, ""Food Court"": {""days"": [""Fri"", ""Mon"", ""Sun""], ""usual_time"": ""08:30"", ""duration_min"": 30}}"
u_085,Jerry Roman,CE,2,"[""CS464"", ""ME453"", ""Economics220"", ""Physics409"", ""Physics234"", ""Economics162""]","{""Student Center"": {""days"": [""Wed"", ""Fri"", ""Sat"", ""Thu""], ""usual_time"": ""16:00"", ""duration_min"": 60}, ""Computer Lab B"": {""days"": [""Tue"", ""Wed"", ""Fri""], ""usual_time"": ""15:00"", ""duration_min"": 90}, ""Main Library"": {""days"": [""Fri"", ""Wed""], ""usual_time"": ""20:00"", ""duration_min"": 180}, ""Science Library"": {""days"": [""Sat"", ""Wed"", ""Tue"", ""Thu""], ""usual_time"": ""16:00"", ""duration_min"": 90}}"
u_086,Michelle Patel,Bio,4,"[""ME163"", ""CE153"", ""ME453"", ""Economics162""]","{""Computer Lab B"": {""days"": [""Sun"", ""Thu""], ""usual_time"": ""13:00"", ""duration_min"": 60}, ""Main Library"": {""days"": [""Tue"", ""Fri"", ""Sat"", ""Mon""], ""usual_time"": ""20:00"", ""duration_min"": 120}, ""Student Center"": {""days"": [""Fri"", ""Sun"", ""Thu""], ""usual_time"": ""09:00"", ""duration_min"": 60}}"
u_087,Lauren Duncan,CS,2,"[""Physics409"", ""Bio122"", ""Economics333"", ""ME163"", ""CE107""]","{""Central Cafeteria"": {""days"": [""Mon"", ""Wed""], ""usual_time"": ""19:00"", ""duration_min"": 30}, ""Student Center"": {""days"": [""Fri"", ""Thu"", ""Mon"", ""Wed"", ""Sat""], ""usual_time"": ""15:00"", ""duration_min"": 45}, ""Gymnasium"": {""days"": [""Wed"", ""Tue"", ""Fri"", ""Thu"", ""Sun""], ""usual_time"": ""07:00"", ""duration_min"": 45}, ""Science Library"": {""days"": [""Tue"", ""Wed"", ""Fri"", ""Sun""], ""usual_time"": ""21:00"", ""duration_min"": 120}, ""Computer Lab A"": {""days"": [""Fri"", ""Tue"", ""Mon""], ""usual_time"": ""16:00"", ""duration_min"": 60}}"
u_088,Sheryl Davis,MBA,3,"[""Bio308"", ""CE410"", ""ME386"", ""CE107"", ""Economics162""]","{""Student Center"": {""days"": [""Sun"", ""Thu""], ""usual_time"": ""13:00"", ""duration_min"": 90}, ""Central Cafeteria"": {""days"": [""Tue"", ""Mon""], ""usual_time"": ""08:30"", ""duration_min"": 30}}"
u_089,Gabrielle Arnold,Economics,2,"[""Economics360"", ""Chemistry274"", ""Bio122"", ""ME163"", ""ME426"", ""ME453""]","{""Indoor Sports Complex"": {""days"": [""Sun"", ""Mon""], ""usual_time"": ""06:00"", ""duration_min"": 90}, ""Science Library"": {""days"": [""Thu"", ""Tue"", ""Sat""], ""usual_time"": ""21:00"", ""duration_min"": 90}, ""Gymnasium"": {""days"": [""Wed"", ""Tue"", ""Mon"", ""Fri""], ""usual_time"": ""07:00"", ""duration_min"": 45}}"
u_090,Gloria Welch,CE,4,"[""CE107"", ""Economics126"", ""Economics333"", ""CE410"", ""Economics495"", ""Bio308""]","{""Gymnasium"": {""days"": [""Thu"", ""Sat""], ""usual_time"": ""08:00"", ""duration_min"": 45}, ""Central Cafeteria"": {""days"": [""Mon"", ""Sat""], ""usual_time"": ""12:30"", ""duration_min"": 30}, ""Indoor Sports Complex"": {""days"": [""Tue"", ""Thu"", ""Sun""], ""usual_time"": ""19:00"", ""duration_min"": 90}}"
u_091,Luke Goodman,EE,1,"[""Bio308"", ""ME453"", ""ME481"", ""EE180""]","{""Science Library"": {""days"": [""Wed"", ""Tue"", ""Sun"", ""Thu""], ""usual_time"": ""17:00"", ""duration_min"": 90}, ""Computer Lab B"": {""days"": [""Mon"", ""Sat"", ""Sun""], ""usual_time"": ""16:00"", ""duration_min"": 45}}"
u_092,Matthew Morrow,Physics,1,"[""Economics333"", ""Physics409"", ""CS491"", ""CS464"", ""Economics301"", ""Bio122""]","{""Indoor Sports Complex"": {""days"": [""Thu"", ""Tue"", ""Sat""], ""usual_time"": ""17:00"", ""duration_min"": 90}, ""Main Library"": {""days"": [""Sun"", ""Sat"", ""Tue""], ""usual_time"": ""21:00"", ""duration_min"": 60}, ""Gymnasium"": {""days"": [""Sat"", ""Wed"", ""Sun""], ""usual_time"": ""20:00"", ""duration_min"": 60}}"
u_093,Vicki Golden,Bio,4,"[""CS221"", ""Physics409"", ""Physics234"", ""CE107"", ""Chemistry213""]","{""Computer Lab B"": {""days"": [""Tue"", ""Thu"", ""Sat"", ""Fri"", ""Wed""], ""usual_time"": ""14:00"", ""duration_min"": 60}, ""Central Cafeteria"": {""days"": [""Tue"", ""Thu""], ""usual_time"": ""08:30"", ""duration_min"": 45}, ""Gymnasium"": {""days"": [""Tue"", ""Fri"", ""Mon"", ""Wed""], ""usual_time"": ""08:00"", ""duration_min"": 90}, ""Student Center"": {""days"": [""Wed"", ""Sun""], ""usual_time"": ""16:00"", ""duration_min"": 60}, ""Food Court"": {""days"": [""Sat"", ""Wed"", ""Fri"", ""Tue"", ""Thu""], ""usual_time"": ""12:30"", ""duration_min"": 60}}"
u_094,Tina Young,Physics,2,"[""CE445"", ""Chemistry274"", ""Chemistry213"", ""CE153""]","{""Student Center"": {""days"": [""Sat"", ""Tue""], ""usual_time"": ""11:00"", ""duration_min"": 60}, ""Science Library"": {""days"": [""Mon"", ""Thu""], ""usual_time"": ""18:00"", ""duration_min"": 180}, ""Computer Lab B"": {""days"": [""Mon"", ""Fri"", ""Thu"", ""Tue"", ""Sun""], ""usual_time"": ""12:00"", ""duration_min"": 60}}"
u_095,Craig Huerta,CE,1,"[""CE445"", ""Economics126"", ""Physics409"", ""ME481""]","{""Indoor Sports Complex"": {""days"": [""Fri"", ""Mon"", ""Sat""], ""usual_time"": ""20:00"", ""duration_min"": 45}, ""Science Library"": {""days"": [""Tue"", ""Sat"", ""Thu"", ""Mon""], ""usual_time"": ""19:00"", ""duration_min"": 90}, ""Computer Lab B"": {""days"": [""Tue"", ""Sun"", ""Sat"", ""Fri"", ""Wed""], ""usual_time"": ""15:00"", ""duration_min"": 45}, ""Computer Lab A"": {""days"": [""Tue"", ""Sun""], ""usual_time"": ""15:00"", ""duration_min"": 90}}"
u_096,Toni Pruitt,Bio,2,"[""CE153"", ""Physics341"", ""Bio181"", ""Bio350"", ""EE180""]","{""Student Center"": {""days"": [""Tue"", ""Thu""], ""usual_time"": ""15:00"", ""duration_min"": 90}, ""Gymnasium"": {""days"": [""Sat"", ""Mon"", ""Thu"", ""Fri"", ""Wed""], ""usual_time"": ""06:00"", ""duration_min"": 90}}"
u_097,Elizabeth Stevens,ME,3,"[""Bio350"", ""CE445"", ""Chemistry274"", ""Bio181"", ""ME426""]","{""Student Center"": {""days"": [""Sun"", ""Tue""], ""usual_time"": ""14:00"", ""duration_min"": 60}, ""Computer Lab A"": {""days"": [""Mon"", ""Thu""], ""usual_time"": ""12:00"", ""duration_min"": 90}, ""Main Library"": {""days"": [""Fri"", ""Thu""], ""usual_time"": ""20:00"", ""duration_min"": 120}}"
u_098,Sarah Garrison,ME,4,"[""Physics409"", ""CE445"", ""Chemistry213"", ""CS150"", ""Economics162""]","{""Central Cafeteria"": {""days"": [""Thu"", ""Sun"", ""Tue""], ""usual_time"": ""19:00"", ""duration_min"": 30}, ""Indoor Sports Complex"": {""days"": [""Tue"", ""Thu""], ""usual_time"": ""18:00"", ""duration_min"": 90}, ""Gymnasium"": {""days"": [""Sun"", ""Tue"", ""Wed""], ""usual_time"": ""17:00"", ""duration_min"": 45}, ""Science Library"": {""days"": [""Sat"", ""Fri"", ""Thu"", ""Tue"", ""Sun""], ""usual_time"": ""19:00"", ""duration_min"": 60}, ""Food Court"": {""days"": [""Wed"", ""Sun"", ""Thu"", ""Tue""], ""usual_time"": ""08:30"", ""duration_min"": 45}}"
u_099,Antonio Holloway,MBA,1,"[""Economics301"", ""Physics341"", ""Chemistry274"", ""Economics495"", ""Chemistry106"", ""ME453""]","{""Main Library"": {""days"": [""Thu"", ""Wed"", ""Sat"", ""Fri""], ""usual_time"": ""17:00"", ""duration_min"": 60}, ""Food Court"": {""days"": [""Sat"", ""Mon"", ""Fri"", ""Sun"", ""Tue""], ""usual_time"": ""08:30"", ""duration_min"": 45}}"
u_100,Alex Johnson,CE,4,"[""CS491"", ""Chemistry106"", ""ME453"", ""CE461"", ""Chemistry213""]","{""Central Cafeteria"": {""days"": [""Tue"", ""Mon"", ""Thu"", ""Sat""], ""usual_time"": ""08:30"", ""duration_min"": 60}, ""Student Center"": {""days"": [""Wed"", ""Tue""], ""usual_time"": ""15:00"", ""duration_min"": 45}, ""Science Library"": {""days"": [""Sat"", ""Sun"", ""Thu"", ""Mon""], ""usual_time"": ""18:00"", ""duration_min"": 90}}"
